Record Length,2.500000e+03,,  -0.000250000000,   8.40000,
Sample Interval,2.000000e-07,,  -0.000249800000,   8.20000,
Trigger Point,1.250000000000e+03,,  -0.000249600000,   8.20000,
,,,  -0.000249400000,   8.00000,
,,,  -0.000249200000,   7.80000,
,,,  -0.000249000000,   7.80000,
Source,CH1,,  -0.000248800000,   7.60000,
Vertical Units,V,,  -0.000248600000,   7.40000,
Vertical Scale,5.000000e+00,,  -0.000248400000,   7.40000,
Vertical Offset,-7.800000e+00,,  -0.000248200000,   7.40000,
Horizontal Units,s,,  -0.000248000000,   7.20000,
Horizontal Scale,5.000000e-05,,  -0.000247800000,   7.00000,
Pt Fmt,Y,,  -0.000247600000,   7.00000,
Yzero,0.000000e+00,,  -0.000247400000,   6.80000,
Probe Atten,1.000000e+01,,  -0.000247200000,   6.60000,
Model Number,TBS1072B-EDU,,  -0.000247000000,   6.40000,
Serial Number,C014103,,  -0.000246800000,   6.40000,
Firmware Version,FV:v4.06,,  -0.000246600000,   6.20000,
,,,-00.000246400000,   6.00000,
,,,-00.000246200000,   6.00000,
,,,-00.000246000000,   5.80000,
,,,-00.000245800000,   5.80000,
,,,-00.000245600000,   5.60000,
,,,-00.000245400000,   5.60000,
,,,-00.000245200000,   5.40000,
,,,-00.000245000000,   5.40000,
,,,-00.000244800000,   5.20000,
,,,-00.000244600000,   5.00000,
,,,-00.000244400000,   5.00000,
,,,-00.000244200000,   4.80000,
,,,-00.000244000000,   4.80000,
,,,-00.000243800000,   4.60000,
,,,-00.000243600000,   4.40000,
,,,-00.000243400000,   4.40000,
,,,-00.000243200000,   4.20000,
,,,-00.000243000000,   4.00000,
,,,-00.000242800000,   4.00000,
,,,-00.000242600000,   3.80000,
,,,-00.000242400000,   3.80000,
,,,-00.000242200000,   3.60000,
,,,-00.000242000000,   3.60000,
,,,-00.000241800000,   3.40000,
,,,-00.000241600000,   3.20000,
,,,-00.000241400000,   3.20000,
,,,-00.000241200000,   3.00000,
,,,-00.000241000000,   3.00000,
,,,-00.000240800000,   2.80000,
,,,-00.000240600000,   2.80000,
,,,-00.000240400000,   2.60000,
,,,-00.000240200000,   2.60000,
,,,-00.000240000000,   2.40000,
,,,-00.000239800000,   2.40000,
,,,-00.000239600000,   2.20000,
,,,-00.000239400000,   2.20000,
,,,-00.000239200000,   2.00000,
,,,-00.000239000000,   2.00000,
,,,-00.000238800000,   1.80000,
,,,-00.000238600000,   1.80000,
,,,-00.000238400000,   1.60000,
,,,-00.000238200000,   1.60000,
,,,-00.000238000000,   1.60000,
,,,-00.000237800000,   1.40000,
,,,-00.000237600000,   1.40000,
,,,-00.000237400000,   1.20000,
,,,-00.000237200000,   1.20000,
,,,-00.000237000000,   1.00000,
,,,-00.000236800000,   1.00000,
,,,-00.000236600000,   1.00000,
,,,-00.000236400000,   0.80000,
,,,-00.000236200000,   0.80000,
,,,-00.000236000000,   0.60000,
,,,-00.000235800000,   0.60000,
,,,-00.000235600000,   0.40000,
,,,-00.000235400000,   0.40000,
,,,-00.000235200000,   0.40000,
,,,-00.000235000000,   0.40000,
,,,-00.000234800000,   0.20000,
,,,-00.000234600000,   0.20000,
,,,-00.000234400000,   0.20000,
,,,-00.000234200000,   0.00000,
,,,-00.000234000000,   0.00000,
,,,-00.000233800000,   0.00000,
,,,-00.000233600000,  -0.20000,
,,,-00.000233400000,  -0.20000,
,,,-00.000233200000,  -0.40000,
,,,-00.000233000000,  -0.40000,
,,,-00.000232800000,  -0.40000,
,,,-00.000232600000,  -0.40000,
,,,-00.000232400000,  -0.60000,
,,,-00.000232200000,  -0.60000,
,,,-00.000232000000,  -0.60000,
,,,-00.000231800000,  -0.60000,
,,,-00.000231600000,  -0.60000,
,,,-00.000231400000,  -0.80000,
,,,-00.000231200000,  -0.80000,
,,,-00.000231000000,  -0.80000,
,,,-00.000230800000,  -0.80000,
,,,-00.000230600000,  -0.80000,
,,,-00.000230400000,  -0.80000,
,,,-00.000230200000,  -0.80000,
,,,-00.000230000000,  -0.80000,
,,,-00.000229800000,  -0.80000,
,,,-00.000229600000,  -0.80000,
,,,-00.000229400000,  -0.80000,
,,,-00.000229200000,  -0.80000,
,,,-00.000229000000,  -0.80000,
,,,-00.000228800000,  -0.80000,
,,,-00.000228600000,  -0.80000,
,,,-00.000228400000,  -0.80000,
,,,-00.000228200000,  -0.80000,
,,,-00.000228000000,  -0.80000,
,,,-00.000227800000,  -0.80000,
,,,-00.000227600000,  -0.80000,
,,,-00.000227400000,  -0.80000,
,,,-00.000227200000,  -0.80000,
,,,-00.000227000000,  -0.80000,
,,,-00.000226800000,  -0.80000,
,,,-00.000226600000,  -0.80000,
,,,-00.000226400000,  -0.80000,
,,,-00.000226200000,  -0.80000,
,,,-00.000226000000,  -1.00000,
,,,-00.000225800000,  -0.80000,
,,,-00.000225600000,  -0.80000,
,,,-00.000225400000,  -0.80000,
,,,-00.000225200000,  -0.80000,
,,,-00.000225000000,  -0.80000,
,,,-00.000224800000,  -0.80000,
,,,-00.000224600000,  -0.80000,
,,,-00.000224400000,  -1.00000,
,,,-00.000224200000,  -1.00000,
,,,-00.000224000000,  -0.80000,
,,,-00.000223800000,  -0.80000,
,,,-00.000223600000,  -1.00000,
,,,-00.000223400000,  -0.80000,
,,,-00.000223200000,  -0.80000,
,,,-00.000223000000,  -0.80000,
,,,-00.000222800000,  -0.80000,
,,,-00.000222600000,  -0.80000,
,,,-00.000222400000,  -0.80000,
,,,-00.000222200000,  -0.80000,
,,,-00.000222000000,  -0.80000,
,,,-00.000221800000,  -0.80000,
,,,-00.000221600000,  -0.80000,
,,,-00.000221400000,  -0.80000,
,,,-00.000221200000,  -0.80000,
,,,-00.000221000000,  -0.80000,
,,,-00.000220800000,  -0.80000,
,,,-00.000220600000,  -0.80000,
,,,-00.000220400000,  -0.80000,
,,,-00.000220200000,  -0.80000,
,,,-00.000220000000,  -0.80000,
,,,-00.000219800000,  -0.60000,
,,,-00.000219600000,  -0.60000,
,,,-00.000219400000,  -0.60000,
,,,-00.000219200000,  -0.60000,
,,,-00.000219000000,  -0.60000,
,,,-00.000218800000,  -0.40000,
,,,-00.000218600000,  -0.40000,
,,,-00.000218400000,  -0.40000,
,,,-00.000218200000,  -0.20000,
,,,-00.000218000000,  -0.20000,
,,,-00.000217800000,  -0.20000,
,,,-00.000217600000,   0.00000,
,,,-00.000217400000,   0.00000,
,,,-00.000217200000,   0.00000,
,,,-00.000217000000,   0.20000,
,,,-00.000216800000,   0.20000,
,,,-00.000216600000,   0.20000,
,,,-00.000216400000,   0.20000,
,,,-00.000216200000,   0.40000,
,,,-00.000216000000,   0.60000,
,,,-00.000215800000,   0.40000,
,,,-00.000215600000,   0.60000,
,,,-00.000215400000,   0.80000,
,,,-00.000215200000,   0.80000,
,,,-00.000215000000,   0.80000,
,,,-00.000214800000,   1.00000,
,,,-00.000214600000,   1.00000,
,,,-00.000214400000,   1.00000,
,,,-00.000214200000,   1.20000,
,,,-00.000214000000,   1.40000,
,,,-00.000213800000,   1.20000,
,,,-00.000213600000,   1.40000,
,,,-00.000213400000,   1.60000,
,,,-00.000213200000,   1.60000,
,,,-00.000213000000,   1.60000,
,,,-00.000212800000,   1.80000,
,,,-00.000212600000,   1.80000,
,,,-00.000212400000,   2.00000,
,,,-00.000212200000,   2.00000,
,,,-00.000212000000,   2.20000,
,,,-00.000211800000,   2.20000,
,,,-00.000211600000,   2.40000,
,,,-00.000211400000,   2.40000,
,,,-00.000211200000,   2.60000,
,,,-00.000211000000,   2.60000,
,,,-00.000210800000,   2.60000,
,,,-00.000210600000,   2.80000,
,,,-00.000210400000,   3.00000,
,,,-00.000210200000,   3.20000,
,,,-00.000210000000,   3.20000,
,,,-00.000209800000,   3.40000,
,,,-00.000209600000,   3.40000,
,,,-00.000209400000,   3.60000,
,,,-00.000209200000,   3.60000,
,,,-00.000209000000,   3.60000,
,,,-00.000208800000,   3.80000,
,,,-00.000208600000,   4.00000,
,,,-00.000208400000,   4.00000,
,,,-00.000208200000,   4.20000,
,,,-00.000208000000,   4.20000,
,,,-00.000207800000,   4.40000,
,,,-00.000207600000,   4.60000,
,,,-00.000207400000,   4.60000,
,,,-00.000207200000,   4.80000,
,,,-00.000207000000,   4.80000,
,,,-00.000206800000,   5.00000,
,,,-00.000206600000,   5.20000,
,,,-00.000206400000,   5.20000,
,,,-00.000206200000,   5.40000,
,,,-00.000206000000,   5.40000,
,,,-00.000205800000,   5.60000,
,,,-00.000205600000,   5.80000,
,,,-00.000205400000,   5.80000,
,,,-00.000205200000,   6.00000,
,,,-00.000205000000,   6.00000,
,,,-00.000204800000,   6.20000,
,,,-00.000204600000,   6.40000,
,,,-00.000204400000,   6.40000,
,,,-00.000204200000,   6.60000,
,,,-00.000204000000,   6.80000,
,,,-00.000203800000,   6.80000,
,,,-00.000203600000,   7.00000,
,,,-00.000203400000,   7.20000,
,,,-00.000203200000,   7.20000,
,,,-00.000203000000,   7.40000,
,,,-00.000202800000,   7.60000,
,,,-00.000202600000,   7.60000,
,,,-00.000202400000,   7.80000,
,,,-00.000202200000,   7.80000,
,,,-00.000202000000,   8.00000,
,,,-00.000201800000,   8.20000,
,,,-00.000201600000,   8.20000,
,,,-00.000201400000,   8.40000,
,,,-00.000201200000,   8.40000,
,,,-00.000201000000,   8.60000,
,,,-00.000200800000,   8.80000,
,,,-00.000200600000,   8.80000,
,,,-00.000200400000,   9.00000,
,,,-00.000200200000,   9.20000,
,,,-00.000200000000,   9.20000,
,,,-00.000199800000,   9.40000,
,,,-00.000199600000,   9.60000,
,,,-00.000199400000,   9.60000,
,,,-00.000199200000,   9.80000,
,,,-00.000199000000,  10.00000,
,,,-00.000198800000,  10.00000,
,,,-00.000198600000,  10.20000,
,,,-00.000198400000,  10.20000,
,,,-00.000198200000,  10.40000,
,,,-00.000198000000,  10.60000,
,,,-00.000197800000,  10.60000,
,,,-00.000197600000,  10.80000,
,,,-00.000197400000,  11.00000,
,,,-00.000197200000,  11.00000,
,,,-00.000197000000,  11.20000,
,,,-00.000196800000,  11.20000,
,,,-00.000196600000,  11.40000,
,,,-00.000196400000,  11.60000,
,,,-00.000196200000,  11.60000,
